Query Sequence	GO:EggNOG GO Cellular
jg28693.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg34908.t1	GO:0005737-cytoplasm(L=4)
jg34908.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg34908.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg34908.t1	GO:0044444-cytoplasmic part(L=4)
jg27655.t1	GO:0005737-cytoplasm(L=4)
jg27655.t1	GO:0019866-organelle inner membrane(L=4)
jg27655.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27655.t1	GO:0044444-cytoplasmic part(L=4)
jg27655.t1	GO:0044455-mitochondrial membrane part(L=4)
jg35884.t1	GO:0005737-cytoplasm(L=4)
jg35884.t1	GO:0005783-endoplasmic reticulum(L=4)
jg35884.t1	GO:0005794-Golgi apparatus(L=4)
jg35884.t1	GO:0016021-integral component of membrane(L=4)
jg35884.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg35884.t1	GO:0044444-cytoplasmic part(L=4)
jg27679.t1	GO:0005737-cytoplasm(L=4)
jg27679.t1	GO:0016021-integral component of membrane(L=4)
jg27679.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27679.t1	GO:0044444-cytoplasmic part(L=4)
jg27897.t1	GO:0005737-cytoplasm(L=4)
jg27897.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27897.t1	GO:0044444-cytoplasmic part(L=4)
jg27548.t1	GO:0016021-integral component of membrane(L=4)
jg27552.t1	GO:0005737-cytoplasm(L=4)
jg27552.t1	GO:0005887-integral component of plasma membrane(L=4)
jg27552.t1	GO:0016021-integral component of membrane(L=4)
jg27552.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27552.t1	GO:0044444-cytoplasmic part(L=4)
jg12866.t1	GO:0005737-cytoplasm(L=4)
jg12866.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg12866.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12866.t1	GO:0044444-cytoplasmic part(L=4)
jg35765.t1	GO:0005737-cytoplasm(L=4)
jg35765.t1	GO:0005829-cytosol(L=4)
jg35765.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg35765.t1	GO:0044444-cytoplasmic part(L=4)
jg17224.t1	GO:0005737-cytoplasm(L=4)
jg17224.t1	GO:0005829-cytosol(L=4)
jg17224.t1	GO:0044444-cytoplasmic part(L=4)
jg27804.t1	GO:0005618-cell wall(L=4)
jg27804.t1	GO:0005737-cytoplasm(L=4)
jg27804.t1	GO:0005829-cytosol(L=4)
jg27804.t1	GO:0005929-cilium(L=4)
jg27804.t1	GO:0009579-thylakoid(L=4)
jg27804.t1	GO:0030018-Z disc(L=4)
jg27804.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg27804.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg27804.t1	GO:0031430-M band(L=4)
jg27804.t1	GO:0031672-A band(L=4)
jg27804.t1	GO:0031674-I band(L=4)
jg27804.t1	GO:0034357-photosynthetic membrane(L=4)
jg27804.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27804.t1	GO:0044436-thylakoid part(L=4)
jg27804.t1	GO:0044444-cytoplasmic part(L=4)
jg27804.t1	GO:0070062-extracellular exosome(L=4)
jg37126.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg17413.t1	GO:0005737-cytoplasm(L=4)
jg17413.t1	GO:0005829-cytosol(L=4)
jg17413.t1	GO:0005881-cytoplasmic microtubule(L=4)
jg17413.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg17413.t1	GO:0044444-cytoplasmic part(L=4)
jg9442.t1	GO:0016021-integral component of membrane(L=4)
jg28336.t1	GO:0005737-cytoplasm(L=4)
jg28336.t1	GO:0044444-cytoplasmic part(L=4)
jg8103.t1	GO:0005737-cytoplasm(L=4)
jg8103.t1	GO:0005829-cytosol(L=4)
jg8103.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg8103.t1	GO:0044444-cytoplasmic part(L=4)
jg28403.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg27560.t1	GO:0000502-proteasome complex(L=4)
jg27560.t1	GO:0005737-cytoplasm(L=4)
jg27560.t1	GO:0005829-cytosol(L=4)
jg27560.t1	GO:0005839-proteasome core complex(L=4)
jg27560.t1	GO:0019773-proteasome core complex, alpha-subunit complex(L=4)
jg27560.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg27560.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27560.t1	GO:0044444-cytoplasmic part(L=4)
jg30960.t1	GO:0005737-cytoplasm(L=4)
jg30960.t1	GO:0005829-cytosol(L=4)
jg30960.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg30960.t1	GO:0044444-cytoplasmic part(L=4)
jg547.t1	GO:0005737-cytoplasm(L=4)
jg547.t1	GO:0009579-thylakoid(L=4)
jg547.t1	GO:0016021-integral component of membrane(L=4)
jg547.t1	GO:0034357-photosynthetic membrane(L=4)
jg547.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg547.t1	GO:0044436-thylakoid part(L=4)
jg547.t1	GO:0044444-cytoplasmic part(L=4)
jg34972.t1	GO:0000151-ubiquitin ligase complex(L=4)
jg3969.t1	GO:0005737-cytoplasm(L=4)
jg3969.t1	GO:0005794-Golgi apparatus(L=4)
jg3969.t1	GO:0005829-cytosol(L=4)
jg3969.t1	GO:0012506-vesicle membrane(L=4)
jg3969.t1	GO:0030117-membrane coat(L=4)
jg3969.t1	GO:0030120-vesicle coat(L=4)
jg3969.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg3969.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg3969.t1	GO:0044444-cytoplasmic part(L=4)
jg27704.t1	GO:0016021-integral component of membrane(L=4)
jg28067.t1	GO:0005737-cytoplasm(L=4)
jg28067.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28067.t1	GO:0044444-cytoplasmic part(L=4)
jg31402.t1	GO:0005887-integral component of plasma membrane(L=4)
jg31402.t1	GO:0016021-integral component of membrane(L=4)
jg31402.t1	GO:0034702-ion channel complex(L=4)
jg28417.t1	GO:0000151-ubiquitin ligase complex(L=4)
jg14658.t1	GO:0005737-cytoplasm(L=4)
jg14658.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg14658.t1	GO:0044444-cytoplasmic part(L=4)
jg18396.t1	GO:0005737-cytoplasm(L=4)
jg18396.t1	GO:0005794-Golgi apparatus(L=4)
jg18396.t1	GO:0016021-integral component of membrane(L=4)
jg18396.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg18396.t1	GO:0044444-cytoplasmic part(L=4)
jg28171.t1	GO:0005737-cytoplasm(L=4)
jg28171.t1	GO:0005829-cytosol(L=4)
jg28171.t1	GO:0009579-thylakoid(L=4)
jg28171.t1	GO:0034357-photosynthetic membrane(L=4)
jg28171.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28171.t1	GO:0044436-thylakoid part(L=4)
jg28171.t1	GO:0044444-cytoplasmic part(L=4)
jg11632.t1	GO:0005737-cytoplasm(L=4)
jg11632.t1	GO:0005829-cytosol(L=4)
jg11632.t1	GO:0044444-cytoplasmic part(L=4)
jg5780.t1	GO:0005737-cytoplasm(L=4)
jg5780.t1	GO:0005929-cilium(L=4)
jg5780.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13101.t1	GO:0005737-cytoplasm(L=4)
jg13101.t1	GO:0005829-cytosol(L=4)
jg13101.t1	GO:0044444-cytoplasmic part(L=4)
jg2765.t1	GO:0005737-cytoplasm(L=4)
jg2765.t1	GO:0005829-cytosol(L=4)
jg2765.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg2765.t1	GO:0044444-cytoplasmic part(L=4)
jg6193.t1	GO:0005737-cytoplasm(L=4)
jg6193.t1	GO:0009579-thylakoid(L=4)
jg6193.t1	GO:0034357-photosynthetic membrane(L=4)
jg6193.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg6193.t1	GO:0044436-thylakoid part(L=4)
jg6193.t1	GO:0044444-cytoplasmic part(L=4)
jg27773.t1	GO:0005737-cytoplasm(L=4)
jg27773.t1	GO:0009579-thylakoid(L=4)
jg27773.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg27773.t1	GO:0034357-photosynthetic membrane(L=4)
jg27773.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27773.t1	GO:0044436-thylakoid part(L=4)
jg27773.t1	GO:0044444-cytoplasmic part(L=4)
jg28200.t1	GO:0005737-cytoplasm(L=4)
jg28200.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28200.t1	GO:0044444-cytoplasmic part(L=4)
jg28479.t1	GO:0005618-cell wall(L=4)
jg28479.t1	GO:0005737-cytoplasm(L=4)
jg28479.t1	GO:0005829-cytosol(L=4)
jg28479.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg28479.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28479.t1	GO:0044444-cytoplasmic part(L=4)
jg27806.t1	GO:0005737-cytoplasm(L=4)
jg27806.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27806.t1	GO:0044444-cytoplasmic part(L=4)
jg18762.t1	GO:0005737-cytoplasm(L=4)
jg18762.t1	GO:0005829-cytosol(L=4)
jg18762.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg18762.t1	GO:0044444-cytoplasmic part(L=4)
jg30155.t1	GO:0005635-nuclear envelope(L=4)
jg30155.t1	GO:0005737-cytoplasm(L=4)
jg30155.t1	GO:0005829-cytosol(L=4)
jg30155.t1	GO:0016021-integral component of membrane(L=4)
jg30155.t1	GO:0019866-organelle inner membrane(L=4)
jg30155.t1	GO:0031970-organelle envelope lumen(L=4)
jg30155.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg30155.t1	GO:0044444-cytoplasmic part(L=4)
jg12338.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27728.t1	GO:0000151-ubiquitin ligase complex(L=4)
jg27728.t1	GO:0005737-cytoplasm(L=4)
jg27728.t1	GO:0044444-cytoplasmic part(L=4)
jg13886.t1	GO:0005737-cytoplasm(L=4)
jg13886.t1	GO:0005829-cytosol(L=4)
jg13886.t1	GO:0044444-cytoplasmic part(L=4)
jg27705.t1	GO:0005737-cytoplasm(L=4)
jg27705.t1	GO:0005829-cytosol(L=4)
jg27705.t1	GO:0044444-cytoplasmic part(L=4)
jg32272.t1	GO:0005737-cytoplasm(L=4)
jg32272.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg27919.t1	GO:0005737-cytoplasm(L=4)
jg27919.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27919.t1	GO:0044444-cytoplasmic part(L=4)
jg28398.t1	GO:0005737-cytoplasm(L=4)
jg28398.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg20965.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg20965.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28022.t1	GO:0005737-cytoplasm(L=4)
jg28022.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27672.t1	GO:0005737-cytoplasm(L=4)
jg27672.t1	GO:0005829-cytosol(L=4)
jg27672.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg27672.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27672.t1	GO:0044444-cytoplasmic part(L=4)
jg27931.t1	GO:0005737-cytoplasm(L=4)
jg27931.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27931.t1	GO:0044444-cytoplasmic part(L=4)
jg206.t1	GO:0016021-integral component of membrane(L=4)
jg28581.t1	GO:0005737-cytoplasm(L=4)
jg28581.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28581.t1	GO:0044444-cytoplasmic part(L=4)
jg27654.t1	GO:0005737-cytoplasm(L=4)
jg27654.t1	GO:0009579-thylakoid(L=4)
jg27654.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27654.t1	GO:0044444-cytoplasmic part(L=4)
jg27963.t1	GO:0005737-cytoplasm(L=4)
jg27963.t1	GO:0005829-cytosol(L=4)
jg27963.t1	GO:0044444-cytoplasmic part(L=4)
jg28062.t1	GO:0005737-cytoplasm(L=4)
jg28062.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28062.t1	GO:0044444-cytoplasmic part(L=4)
jg28358.t1	GO:0005737-cytoplasm(L=4)
jg28358.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28358.t1	GO:0044444-cytoplasmic part(L=4)
jg8730.t1	GO:0005737-cytoplasm(L=4)
jg8730.t1	GO:0009579-thylakoid(L=4)
jg8730.t1	GO:0034357-photosynthetic membrane(L=4)
jg8730.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg8730.t1	GO:0044436-thylakoid part(L=4)
jg8730.t1	GO:0044444-cytoplasmic part(L=4)
jg27699.t1	GO:0005737-cytoplasm(L=4)
jg27699.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27699.t1	GO:0044444-cytoplasmic part(L=4)
jg27815.t1	GO:0005737-cytoplasm(L=4)
jg27815.t1	GO:0005829-cytosol(L=4)
jg27815.t1	GO:0044444-cytoplasmic part(L=4)
jg8799.t1	GO:0005737-cytoplasm(L=4)
jg8799.t1	GO:0005783-endoplasmic reticulum(L=4)
jg8799.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg8799.t1	GO:0044444-cytoplasmic part(L=4)
jg21921.t1	GO:0005737-cytoplasm(L=4)
jg28360.t1	GO:0005618-cell wall(L=4)
jg28360.t1	GO:0031225-anchored component of membrane(L=4)
jg28360.t1	GO:0046658-anchored component of plasma membrane(L=4)
jg2953.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28390.t1	GO:0005694-chromosome(L=4)
jg28016.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27777.t1	GO:0005737-cytoplasm(L=4)
jg27777.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg27777.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27777.t1	GO:0044444-cytoplasmic part(L=4)
jg27684.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27715.t1	GO:0005618-cell wall(L=4)
jg27715.t1	GO:0005737-cytoplasm(L=4)
jg27715.t1	GO:0005794-Golgi apparatus(L=4)
jg27715.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27715.t1	GO:0044444-cytoplasmic part(L=4)
jg27987.t1	GO:0005737-cytoplasm(L=4)
jg27987.t1	GO:0005829-cytosol(L=4)
jg27987.t1	GO:0044444-cytoplasmic part(L=4)
jg36255.t1	GO:0005737-cytoplasm(L=4)
jg36255.t1	GO:0005829-cytosol(L=4)
jg36255.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg36255.t1	GO:0044444-cytoplasmic part(L=4)
jg28537.t1	GO:0005737-cytoplasm(L=4)
jg28537.t1	GO:0005887-integral component of plasma membrane(L=4)
jg28537.t1	GO:0016021-integral component of membrane(L=4)
jg28537.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28537.t1	GO:0044444-cytoplasmic part(L=4)
jg27535.t1	GO:0005737-cytoplasm(L=4)
jg27535.t1	GO:0005829-cytosol(L=4)
jg27535.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27535.t1	GO:0044444-cytoplasmic part(L=4)
jg28020.t1	GO:0005737-cytoplasm(L=4)
jg28020.t1	GO:0016021-integral component of membrane(L=4)
jg28020.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28020.t1	GO:0044444-cytoplasmic part(L=4)
jg35336.t1	GO:0005737-cytoplasm(L=4)
jg35336.t1	GO:0005829-cytosol(L=4)
jg35336.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg35336.t1	GO:0044444-cytoplasmic part(L=4)
jg28486.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28622.t1	GO:0005737-cytoplasm(L=4)
jg28622.t1	GO:0005829-cytosol(L=4)
jg28622.t1	GO:0016021-integral component of membrane(L=4)
jg28622.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28622.t1	GO:0044444-cytoplasmic part(L=4)
jg28208.t1	GO:0005737-cytoplasm(L=4)
jg28208.t1	GO:0005829-cytosol(L=4)
jg28208.t1	GO:0016021-integral component of membrane(L=4)
jg28208.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28208.t1	GO:0044444-cytoplasmic part(L=4)
jg28156.t1	GO:0005737-cytoplasm(L=4)
jg28156.t1	GO:0005794-Golgi apparatus(L=4)
jg28156.t1	GO:0012506-vesicle membrane(L=4)
jg28156.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg28156.t1	GO:0035838-growing cell tip(L=4)
jg28156.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28156.t1	GO:0044444-cytoplasmic part(L=4)
jg28156.t1	GO:0090404-pollen tube tip(L=4)
jg28156.t1	GO:0090406-pollen tube(L=4)
jg28284.t1	GO:0005618-cell wall(L=4)
jg28284.t1	GO:0005737-cytoplasm(L=4)
jg28284.t1	GO:0005783-endoplasmic reticulum(L=4)
jg28284.t1	GO:0005794-Golgi apparatus(L=4)
jg28284.t1	GO:0016021-integral component of membrane(L=4)
jg28284.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28284.t1	GO:0044444-cytoplasmic part(L=4)
jg28393.t1	GO:0005737-cytoplasm(L=4)
jg28393.t1	GO:0005783-endoplasmic reticulum(L=4)
jg28393.t1	GO:0005829-cytosol(L=4)
jg28393.t1	GO:0016021-integral component of membrane(L=4)
jg28393.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28393.t1	GO:0044444-cytoplasmic part(L=4)
jg28712.t1	GO:0005618-cell wall(L=4)
jg28712.t1	GO:0005737-cytoplasm(L=4)
jg28712.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28712.t1	GO:0044444-cytoplasmic part(L=4)
jg35842.t1	GO:0005694-chromosome(L=4)
jg35842.t1	GO:0005737-cytoplasm(L=4)
jg35842.t1	GO:0005829-cytosol(L=4)
jg35842.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg35842.t1	GO:0044444-cytoplasmic part(L=4)
jg25774.t1	GO:0005618-cell wall(L=4)
jg25774.t1	GO:0005737-cytoplasm(L=4)
jg25774.t1	GO:0005783-endoplasmic reticulum(L=4)
jg25774.t1	GO:0016021-integral component of membrane(L=4)
jg25774.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg25774.t1	GO:0044444-cytoplasmic part(L=4)
jg1007.t1	GO:0016021-integral component of membrane(L=4)
jg28670.t1	GO:0005737-cytoplasm(L=4)
jg28670.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg28670.t1	GO:0044444-cytoplasmic part(L=4)
jg27625.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28445.t1	GO:0005737-cytoplasm(L=4)
jg28445.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28445.t1	GO:0044444-cytoplasmic part(L=4)
jg27608.t1	GO:0000229-cytoplasmic chromosome(L=4)
jg27608.t1	GO:0005694-chromosome(L=4)
jg27608.t1	GO:0005737-cytoplasm(L=4)
jg27608.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27608.t1	GO:0044444-cytoplasmic part(L=4)
jg28599.t1	GO:0005929-cilium(L=4)
jg28599.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28636.t1	GO:0005737-cytoplasm(L=4)
jg28636.t1	GO:0016021-integral component of membrane(L=4)
jg28636.t1	GO:0031968-organelle outer membrane(L=4)
jg28636.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28636.t1	GO:0044444-cytoplasmic part(L=4)
jg28636.t1	GO:0044455-mitochondrial membrane part(L=4)
jg28179.t1	GO:0005737-cytoplasm(L=4)
jg28179.t1	GO:0005794-Golgi apparatus(L=4)
jg28179.t1	GO:0005829-cytosol(L=4)
jg28179.t1	GO:0005925-focal adhesion(L=4)
jg28179.t1	GO:0016021-integral component of membrane(L=4)
jg28179.t1	GO:0030426-growth cone(L=4)
jg28179.t1	GO:0043005-neuron projection(L=4)
jg28179.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28179.t1	GO:0044444-cytoplasmic part(L=4)
jg13050.t1	GO:0005667-transcription factor complex(L=4)
jg13050.t1	GO:0005737-cytoplasm(L=4)
jg13050.t1	GO:0005794-Golgi apparatus(L=4)
jg13050.t1	GO:0005829-cytosol(L=4)
jg13050.t1	GO:0012506-vesicle membrane(L=4)
jg13050.t1	GO:0016021-integral component of membrane(L=4)
jg13050.t1	GO:0030117-membrane coat(L=4)
jg13050.t1	GO:0030120-vesicle coat(L=4)
jg13050.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg13050.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13050.t1	GO:0044444-cytoplasmic part(L=4)
jg27988.t1	GO:0005737-cytoplasm(L=4)
jg27988.t1	GO:0005794-Golgi apparatus(L=4)
jg27988.t1	GO:0016021-integral component of membrane(L=4)
jg27988.t1	GO:0034702-ion channel complex(L=4)
jg27988.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27988.t1	GO:0044444-cytoplasmic part(L=4)
jg17808.t1	GO:0005737-cytoplasm(L=4)
jg17808.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg17808.t1	GO:0044444-cytoplasmic part(L=4)
jg20506.t1	GO:0031225-anchored component of membrane(L=4)
jg20506.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg20506.t1	GO:0046658-anchored component of plasma membrane(L=4)
jg13855.t1	GO:0005737-cytoplasm(L=4)
jg13855.t1	GO:0005783-endoplasmic reticulum(L=4)
jg13855.t1	GO:0016021-integral component of membrane(L=4)
jg13855.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13855.t1	GO:0044444-cytoplasmic part(L=4)
jg4759.t1	GO:0005737-cytoplasm(L=4)
jg4759.t1	GO:0009579-thylakoid(L=4)
jg4759.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg4759.t1	GO:0044444-cytoplasmic part(L=4)
jg11091.t1	GO:0005618-cell wall(L=4)
jg11091.t1	GO:0005737-cytoplasm(L=4)
jg11091.t1	GO:0005794-Golgi apparatus(L=4)
jg11091.t1	GO:0005829-cytosol(L=4)
jg11091.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11091.t1	GO:0044444-cytoplasmic part(L=4)
jg27872.t1	GO:0005737-cytoplasm(L=4)
jg27872.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27872.t1	GO:0044444-cytoplasmic part(L=4)
jg26234.t1	GO:0005737-cytoplasm(L=4)
jg26234.t1	GO:0005783-endoplasmic reticulum(L=4)
jg26234.t1	GO:0005794-Golgi apparatus(L=4)
jg26234.t1	GO:0016021-integral component of membrane(L=4)
jg26234.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg26234.t1	GO:0044444-cytoplasmic part(L=4)
jg28340.t1	GO:0005737-cytoplasm(L=4)
jg28340.t1	GO:0005887-integral component of plasma membrane(L=4)
jg28340.t1	GO:0012506-vesicle membrane(L=4)
jg28340.t1	GO:0016021-integral component of membrane(L=4)
jg28340.t1	GO:0030315-T-tubule(L=4)
jg28340.t1	GO:0030425-dendrite(L=4)
jg28340.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg28340.t1	GO:0034702-ion channel complex(L=4)
jg28340.t1	GO:0042383-sarcolemma(L=4)
jg28340.t1	GO:0043005-neuron projection(L=4)
jg28340.t1	GO:0043025-neuronal cell body(L=4)
jg28340.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28340.t1	GO:0044444-cytoplasmic part(L=4)
jg4530.t1	GO:0005737-cytoplasm(L=4)
jg4530.t1	GO:0005794-Golgi apparatus(L=4)
jg4530.t1	GO:0016469-proton-transporting two-sector ATPase complex(L=4)
jg4530.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg4530.t1	GO:0044444-cytoplasmic part(L=4)
jg25809.t1	GO:0005737-cytoplasm(L=4)
jg25809.t1	GO:0005829-cytosol(L=4)
jg25809.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg25809.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg25809.t1	GO:0044444-cytoplasmic part(L=4)
jg13944.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg16347.t1	GO:0005737-cytoplasm(L=4)
jg16347.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg16347.t1	GO:0044444-cytoplasmic part(L=4)
jg27958.t1	GO:0005618-cell wall(L=4)
jg28217.t1	GO:0005737-cytoplasm(L=4)
jg28217.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28217.t1	GO:0044444-cytoplasmic part(L=4)
jg14582.t1	GO:0005737-cytoplasm(L=4)
jg14582.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg14582.t1	GO:0044444-cytoplasmic part(L=4)
jg27735.t1	GO:0005737-cytoplasm(L=4)
jg27735.t1	GO:0005829-cytosol(L=4)
jg27735.t1	GO:0044444-cytoplasmic part(L=4)
jg20822.t1	GO:0005737-cytoplasm(L=4)
jg20822.t1	GO:0005794-Golgi apparatus(L=4)
jg20822.t1	GO:0016021-integral component of membrane(L=4)
jg20822.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg20822.t1	GO:0044444-cytoplasmic part(L=4)
jg27943.t1	GO:0005737-cytoplasm(L=4)
jg27943.t1	GO:0005829-cytosol(L=4)
jg27943.t1	GO:0044444-cytoplasmic part(L=4)
jg27952.t1	GO:0005618-cell wall(L=4)
jg27952.t1	GO:0005737-cytoplasm(L=4)
jg27952.t1	GO:0005794-Golgi apparatus(L=4)
jg27952.t1	GO:0005829-cytosol(L=4)
jg27952.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg27952.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27952.t1	GO:0044444-cytoplasmic part(L=4)
jg27990.t1	GO:0005737-cytoplasm(L=4)
jg27990.t1	GO:0016021-integral component of membrane(L=4)
jg27990.t1	GO:0019866-organelle inner membrane(L=4)
jg27990.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27990.t1	GO:0044444-cytoplasmic part(L=4)
jg28309.t1	GO:0005737-cytoplasm(L=4)
jg28309.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28309.t1	GO:0044444-cytoplasmic part(L=4)
jg34731.t1	GO:0005737-cytoplasm(L=4)
jg34731.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg34731.t1	GO:0044444-cytoplasmic part(L=4)
jg28342.t1	GO:0005737-cytoplasm(L=4)
jg28342.t1	GO:0009579-thylakoid(L=4)
jg28342.t1	GO:0019866-organelle inner membrane(L=4)
jg28342.t1	GO:0034357-photosynthetic membrane(L=4)
jg28342.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28342.t1	GO:0044436-thylakoid part(L=4)
jg28342.t1	GO:0044444-cytoplasmic part(L=4)
jg28342.t1	GO:0044455-mitochondrial membrane part(L=4)
jg28342.t1	GO:0045277-respiratory chain complex IV(L=4)
jg22284.t1	GO:0005694-chromosome(L=4)
jg22284.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27960.t1	GO:0005737-cytoplasm(L=4)
